"Name","Locus","Pathway"
"Rv0650","Rv0650","mtu00010"
"pgi","Rv0946c","mtu00010"
"pfkB","Rv2029c","mtu00010"
"pfkA","Rv3010c","mtu00010"
"glpX","Rv1099c","mtu00010"
"fba","Rv0363c","mtu00010"
"tpi","Rv1438","mtu00010"
"gap","Rv1436","mtu00010"
"pgk","Rv1437","mtu00010"
"gpm1","Rv0489","mtu00010"
"eno","Rv1023","mtu00010"
"pykA","Rv1617","mtu00010"
"aceE","Rv2241","mtu00010"
"bkdA","Rv2497c","mtu00010"
"Rv0843","Rv0843","mtu00010"
"bkdB","Rv2496c","mtu00010"
"bkdC","Rv2495c","mtu00010"
"lpdC","Rv0462","mtu00010"
"Rv2455c","Rv2455c","mtu00010"
"Rv2454c","Rv2454c","mtu00010"
"adhB","Rv0761c","mtu00010"
"adhA","Rv1862","mtu00010"
"adhE1","Rv0162c","mtu00010"
"adh","Rv1530","mtu00010"
"aldA","Rv0768","mtu00010"
"Rv0147","Rv0147","mtu00010"
"Rv0223c","Rv0223c","mtu00010"
"pcd","Rv3293","mtu00010"
"Rv0458","Rv0458","mtu00010"
"acs","Rv3667","mtu00010"
"pgmA","Rv3068c","mtu00010"
"ppgK","Rv2702","mtu00010"
"pckA","Rv0211","mtu00010"
"Rv0650","Rv0650","mtu00010"
"pgi","Rv0946c","mtu00010"
"pfkB","Rv2029c","mtu00010"
"pfkA","Rv3010c","mtu00010"
"glpX","Rv1099c","mtu00010"
"fba","Rv0363c","mtu00010"
"tpi","Rv1438","mtu00010"
"gap","Rv1436","mtu00010"
"pgk","Rv1437","mtu00010"
"gpm1","Rv0489","mtu00010"
"eno","Rv1023","mtu00010"
"pykA","Rv1617","mtu00010"
"aceE","Rv2241","mtu00010"
"bkdA","Rv2497c","mtu00010"
"Rv0843","Rv0843","mtu00010"
"bkdB","Rv2496c","mtu00010"
"bkdC","Rv2495c","mtu00010"
"lpdC","Rv0462","mtu00010"
"Rv2455c","Rv2455c","mtu00010"
"Rv2454c","Rv2454c","mtu00010"
"adhB","Rv0761c","mtu00010"
"adhA","Rv1862","mtu00010"
"adhE1","Rv0162c","mtu00010"
"adh","Rv1530","mtu00010"
"aldA","Rv0768","mtu00010"
"Rv0147","Rv0147","mtu00010"
"Rv0223c","Rv0223c","mtu00010"
"pcd","Rv3293","mtu00010"
"Rv0458","Rv0458","mtu00010"
"acs","Rv3667","mtu00010"
"pgmA","Rv3068c","mtu00010"
"ppgK","Rv2702","mtu00010"
"pckA","Rv0211","mtu00010"
"citA","Rv0889c","mtu00020"
"gltA2","Rv0896","mtu00020"
"prpC","Rv1131","mtu00020"
"acn","Rv1475c","mtu00020"
"icd2","Rv0066c","mtu00020"
"icd1","Rv3339c","mtu00020"
"dlaT","Rv2215","mtu00020"
"lpdC","Rv0462","mtu00020"
"Rv2455c","Rv2455c","mtu00020"
"Rv2454c","Rv2454c","mtu00020"
"sucD","Rv0952","mtu00020"
"sucC","Rv0951","mtu00020"
"sdhA","Rv3318","mtu00020"
"Rv0248c","Rv0248c","mtu00020"
"sdhB","Rv3319","mtu00020"
"Rv0247c","Rv0247c","mtu00020"
"sdhC","Rv3316","mtu00020"
"sdhD","Rv3317","mtu00020"
"frdA","Rv1552","mtu00020"
"frdB","Rv1553","mtu00020"
"frdC","Rv1554","mtu00020"
"frdD","Rv1555","mtu00020"
"fum","Rv1098c","mtu00020"
"mdh","Rv1240","mtu00020"
"mqo","Rv2852c","mtu00020"
"pca","Rv2967c","mtu00020"
"pckA","Rv0211","mtu00020"
"aceE","Rv2241","mtu00020"
"bkdA","Rv2497c","mtu00020"
"Rv0843","Rv0843","mtu00020"
"bkdB","Rv2496c","mtu00020"
"bkdC","Rv2495c","mtu00020"
"citA","Rv0889c","mtu00020"
"gltA2","Rv0896","mtu00020"
"prpC","Rv1131","mtu00020"
"acn","Rv1475c","mtu00020"
"icd2","Rv0066c","mtu00020"
"icd1","Rv3339c","mtu00020"
"dlaT","Rv2215","mtu00020"
"lpdC","Rv0462","mtu00020"
"Rv2455c","Rv2455c","mtu00020"
"Rv2454c","Rv2454c","mtu00020"
"sucD","Rv0952","mtu00020"
"sucC","Rv0951","mtu00020"
"sdhA","Rv3318","mtu00020"
"Rv0248c","Rv0248c","mtu00020"
"sdhB","Rv3319","mtu00020"
"Rv0247c","Rv0247c","mtu00020"
"sdhC","Rv3316","mtu00020"
"sdhD","Rv3317","mtu00020"
"frdA","Rv1552","mtu00020"
"frdB","Rv1553","mtu00020"
"frdC","Rv1554","mtu00020"
"frdD","Rv1555","mtu00020"
"fum","Rv1098c","mtu00020"
"mdh","Rv1240","mtu00020"
"mqo","Rv2852c","mtu00020"
"pca","Rv2967c","mtu00020"
"pckA","Rv0211","mtu00020"
"aceE","Rv2241","mtu00020"
"bkdA","Rv2497c","mtu00020"
"Rv0843","Rv0843","mtu00020"
"bkdB","Rv2496c","mtu00020"
"bkdC","Rv2495c","mtu00020"
"pgi","Rv0946c","mtu00030"
"zwf1","Rv1121","mtu00030"
"zwf2","Rv1447c","mtu00030"
"devB","Rv1445c","mtu00030"
"gnd2","Rv1122","mtu00030"
"gnd1","Rv1844c","mtu00030"
"rpe","Rv1408","mtu00030"
"tkt","Rv1449c","mtu00030"
"tal","Rv1448c","mtu00030"
"rpiB","Rv2465c","mtu00030"
"deoC","Rv0478","mtu00030"
"rbsK","Rv2436","mtu00030"
"pgmA","Rv3068c","mtu00030"
"prsA","Rv1017c","mtu00030"
"fba","Rv0363c","mtu00030"
"glpX","Rv1099c","mtu00030"
"pfkB","Rv2029c","mtu00030"
"pfkA","Rv3010c","mtu00030"
"pgi","Rv0946c","mtu00030"
"zwf1","Rv1121","mtu00030"
"zwf2","Rv1447c","mtu00030"
"devB","Rv1445c","mtu00030"
"gnd2","Rv1122","mtu00030"
"gnd1","Rv1844c","mtu00030"
"rpe","Rv1408","mtu00030"
"tkt","Rv1449c","mtu00030"
"tal","Rv1448c","mtu00030"
"rpiB","Rv2465c","mtu00030"
"deoC","Rv0478","mtu00030"
"rbsK","Rv2436","mtu00030"
"pgmA","Rv3068c","mtu00030"
"prsA","Rv1017c","mtu00030"
"fba","Rv0363c","mtu00030"
"glpX","Rv1099c","mtu00030"
"pfkB","Rv2029c","mtu00030"
"pfkA","Rv3010c","mtu00030"
"udgA","Rv0322","mtu00040"
"galU","Rv0993","mtu00040"
"rpe","Rv1408","mtu00040"
"xylB","Rv0729","mtu00040"
"udgA","Rv0322","mtu00040"
"galU","Rv0993","mtu00040"
"rpe","Rv1408","mtu00040"
"xylB","Rv0729","mtu00040"
"manA","Rv3255c","mtu00051"
"pmmB","Rv3308","mtu00051"
"pmmA","Rv3257c","mtu00051"
"manB","Rv3264c","mtu00051"
"gmdA","Rv1511","mtu00051"
"epiA","Rv1512","mtu00051"
"fucA","Rv0727c","mtu00051"
"pfkB","Rv2029c","mtu00051"
"pfkA","Rv3010c","mtu00051"
"glpX","Rv1099c","mtu00051"
"fba","Rv0363c","mtu00051"
"tpi","Rv1438","mtu00051"
"gca","Rv0112","mtu00051"
"rpiB","Rv2465c","mtu00051"
"manA","Rv3255c","mtu00051"
"pmmB","Rv3308","mtu00051"
"pmmA","Rv3257c","mtu00051"
"manB","Rv3264c","mtu00051"
"gmdA","Rv1511","mtu00051"
"epiA","Rv1512","mtu00051"
"fucA","Rv0727c","mtu00051"
"pfkB","Rv2029c","mtu00051"
"pfkA","Rv3010c","mtu00051"
"glpX","Rv1099c","mtu00051"
"fba","Rv0363c","mtu00051"
"tpi","Rv1438","mtu00051"
"gca","Rv0112","mtu00051"
"rpiB","Rv2465c","mtu00051"
"galK","Rv0620","mtu00052"
"cpsY","Rv0806c","mtu00052"
"galE1","Rv3634c","mtu00052"
"galE2","Rv0501","mtu00052"
"galU","Rv0993","mtu00052"
"pgmA","Rv3068c","mtu00052"
"Rv0650","Rv0650","mtu00052"
"glf","Rv3809c","mtu00052"
"pfkB","Rv2029c","mtu00052"
"pfkA","Rv3010c","mtu00052"
"aglA","Rv2471","mtu00052"
"galK","Rv0620","mtu00052"
"cpsY","Rv0806c","mtu00052"
"galE1","Rv3634c","mtu00052"
"galE2","Rv0501","mtu00052"
"galU","Rv0993","mtu00052"
"pgmA","Rv3068c","mtu00052"
"Rv0650","Rv0650","mtu00052"
"glf","Rv3809c","mtu00052"
"pfkB","Rv2029c","mtu00052"
"pfkA","Rv3010c","mtu00052"
"aglA","Rv2471","mtu00052"
"udgA","Rv0322","mtu00053"
"aldA","Rv0768","mtu00053"
"Rv0147","Rv0147","mtu00053"
"Rv0223c","Rv0223c","mtu00053"
"pcd","Rv3293","mtu00053"
"udgA","Rv0322","mtu00053"
"aldA","Rv0768","mtu00053"
"Rv0147","Rv0147","mtu00053"
"Rv0223c","Rv0223c","mtu00053"
"pcd","Rv3293","mtu00053"
"accA3","Rv3285","mtu00061"
"accA1","Rv2501c","mtu00061"
"accD6","Rv2247","mtu00061"
"fabD2","Rv0649","mtu00061"
"fabD","Rv2243","mtu00061"
"fas","Rv2524c","mtu00061"
"fabG2","Rv1350","mtu00061"
"fabG4","Rv0242c","mtu00061"
"hsd4A","Rv3502c","mtu00061"
"Rv3559c","Rv3559c","mtu00061"
"Rv0769","Rv0769","mtu00061"
"desA1","Rv0824c","mtu00061"
"desA2","Rv1094","mtu00061"
"fadD15","Rv2187","mtu00061"
"accA3","Rv3285","mtu00061"
"accA1","Rv2501c","mtu00061"
"accD6","Rv2247","mtu00061"
"fabD2","Rv0649","mtu00061"
"fabD","Rv2243","mtu00061"
"fas","Rv2524c","mtu00061"
"fabG2","Rv1350","mtu00061"
"fabG4","Rv0242c","mtu00061"
"hsd4A","Rv3502c","mtu00061"
"Rv3559c","Rv3559c","mtu00061"
"Rv0769","Rv0769","mtu00061"
"desA1","Rv0824c","mtu00061"
"desA2","Rv1094","mtu00061"
"fadD15","Rv2187","mtu00061"
"fadA4","Rv1323","mtu00071"
"fadA3","Rv1074c","mtu00071"
"Rv1867","Rv1867","mtu00071"
"fadA5","Rv3546","mtu00071"
"Rv0859","Rv0859","mtu00071"
"Rv0914c","Rv0914c","mtu00071"
"ltp3","Rv3523","mtu00071"
"fadA2","Rv0243","mtu00071"
"fadA6","Rv3556c","mtu00071"
"ltp1","Rv2790c","mtu00071"
"fadB","Rv0860","mtu00071"
"echA10","Rv1142c","mtu00071"
"echA13","Rv1935c","mtu00071"
"echA15","Rv2679","mtu00071"
"echA16","Rv2831","mtu00071"
"echA18","Rv3373","mtu00071"
"echA19","Rv3516","mtu00071"
"echA21","Rv3774","mtu00071"
"echA8","Rv1070c","mtu00071"
"echA6","Rv0905","mtu00071"
"echA12","Rv1472","mtu00071"
"echA14","Rv2486","mtu00071"
"echA17","Rv3039c","mtu00071"
"echA1","Rv0222","mtu00071"
"echA2","Rv0456c","mtu00071"
"echA3","Rv0632c","mtu00071"
"echA5","Rv0675","mtu00071"
"echA7","Rv0971c","mtu00071"
"echA9","Rv1071c","mtu00071"
"echA20","Rv3550","mtu00071"
"echA4","Rv0673","mtu00071"
"echA11","Rv1141c","mtu00071"
"fadE23","Rv3140","mtu00071"
"fadE4","Rv0231","mtu00071"
"fadE13","Rv0975c","mtu00071"
"fadE1","Rv0131c","mtu00071"
"fadE2","Rv0154c","mtu00071"
"fadE7","Rv0400c","mtu00071"
"fadD15","Rv2187","mtu00071"
"mbtM","Rv1345","mtu00071"
"alkB","Rv3252c","mtu00071"
"Rv1869c","Rv1869c","mtu00071"
"adhB","Rv0761c","mtu00071"
"adhA","Rv1862","mtu00071"
"adhE1","Rv0162c","mtu00071"
"adh","Rv1530","mtu00071"
"aldA","Rv0768","mtu00071"
"Rv0147","Rv0147","mtu00071"
"Rv0223c","Rv0223c","mtu00071"
"pcd","Rv3293","mtu00071"
"fadA4","Rv1323","mtu00071"
"fadA3","Rv1074c","mtu00071"
"Rv1867","Rv1867","mtu00071"
"fadA5","Rv3546","mtu00071"
"Rv0859","Rv0859","mtu00071"
"Rv0914c","Rv0914c","mtu00071"
"ltp3","Rv3523","mtu00071"
"fadA2","Rv0243","mtu00071"
"fadA6","Rv3556c","mtu00071"
"ltp1","Rv2790c","mtu00071"
"fadB","Rv0860","mtu00071"
"echA10","Rv1142c","mtu00071"
"echA13","Rv1935c","mtu00071"
"echA15","Rv2679","mtu00071"
"echA16","Rv2831","mtu00071"
"echA18","Rv3373","mtu00071"
"echA19","Rv3516","mtu00071"
"echA21","Rv3774","mtu00071"
"echA8","Rv1070c","mtu00071"
"echA6","Rv0905","mtu00071"
"echA12","Rv1472","mtu00071"
"echA14","Rv2486","mtu00071"
"echA17","Rv3039c","mtu00071"
"echA1","Rv0222","mtu00071"
"echA2","Rv0456c","mtu00071"
"echA3","Rv0632c","mtu00071"
"echA5","Rv0675","mtu00071"
"echA7","Rv0971c","mtu00071"
"echA9","Rv1071c","mtu00071"
"echA20","Rv3550","mtu00071"
"echA4","Rv0673","mtu00071"
"echA11","Rv1141c","mtu00071"
"fadE23","Rv3140","mtu00071"
"fadE4","Rv0231","mtu00071"
"fadE13","Rv0975c","mtu00071"
"fadE1","Rv0131c","mtu00071"
"fadE2","Rv0154c","mtu00071"
"fadE7","Rv0400c","mtu00071"
"fadD15","Rv2187","mtu00071"
"mbtM","Rv1345","mtu00071"
"alkB","Rv3252c","mtu00071"
"Rv1869c","Rv1869c","mtu00071"
"adhB","Rv0761c","mtu00071"
"adhA","Rv1862","mtu00071"
"adhE1","Rv0162c","mtu00071"
"adh","Rv1530","mtu00071"
"aldA","Rv0768","mtu00071"
"Rv0147","Rv0147","mtu00071"
"Rv0223c","Rv0223c","mtu00071"
"pcd","Rv3293","mtu00071"
"scoA","Rv2504c","mtu00072"
"scoB","Rv2503c","mtu00072"
"fadA4","Rv1323","mtu00072"
"fadA3","Rv1074c","mtu00072"
"Rv1867","Rv1867","mtu00072"
"fadA5","Rv3546","mtu00072"
"Rv0859","Rv0859","mtu00072"
"Rv0914c","Rv0914c","mtu00072"
"ltp3","Rv3523","mtu00072"
"fadA2","Rv0243","mtu00072"
"fadA6","Rv3556c","mtu00072"
"scoA","Rv2504c","mtu00072"
"scoB","Rv2503c","mtu00072"
"fadA4","Rv1323","mtu00072"
"fadA3","Rv1074c","mtu00072"
"Rv1867","Rv1867","mtu00072"
"fadA5","Rv3546","mtu00072"
"Rv0859","Rv0859","mtu00072"
"Rv0914c","Rv0914c","mtu00072"
"ltp3","Rv3523","mtu00072"
"fadA2","Rv0243","mtu00072"
"fadA6","Rv3556c","mtu00072"
"cyp51","Rv0764c","mtu00100"
"cyp51","Rv0764c","mtu00100"
"Rv0927c","Rv0927c","mtu00121"
"Rv0927c","Rv0927c","mtu00121"
"Rv2949c","Rv2949c","mtu00130"
"menH","Rv0558","mtu00130"
"entC","Rv3215","mtu00130"
"menD","Rv0555","mtu00130"
"menC","Rv0553","mtu00130"
"menE","Rv0542c","mtu00130"
"menB","Rv0548c","mtu00130"
"menA","Rv0534c","mtu00130"
"Rv2949c","Rv2949c","mtu00130"
"menH","Rv0558","mtu00130"
"entC","Rv3215","mtu00130"
"menD","Rv0555","mtu00130"
"menC","Rv0553","mtu00130"
"menE","Rv0542c","mtu00130"
"menB","Rv0548c","mtu00130"
"menA","Rv0534c","mtu00130"
"nuoA","Rv3145","mtu00190"
"nuoB","Rv3146","mtu00190"
"nuoC","Rv3147","mtu00190"
"nuoD","Rv3148","mtu00190"
"nuoE","Rv3149","mtu00190"
"nuoF","Rv3150","mtu00190"
"nuoG","Rv3151","mtu00190"
"nuoH","Rv3152","mtu00190"
"nuoI","Rv3153","mtu00190"
"nuoJ","Rv3154","mtu00190"
"nuoK","Rv3155","mtu00190"
"nuoL","Rv3156","mtu00190"
"nuoM","Rv3157","mtu00190"
"nuoN","Rv3158","mtu00190"
"Rv1812c","Rv1812c","mtu00190"
"ndhA","Rv0392c","mtu00190"
"ndh","Rv1854c","mtu00190"
"sdhA","Rv3318","mtu00190"
"Rv0248c","Rv0248c","mtu00190"
"sdhB","Rv3319","mtu00190"
"Rv0247c","Rv0247c","mtu00190"
"sdhC","Rv3316","mtu00190"
"sdhD","Rv3317","mtu00190"
"frdA","Rv1552","mtu00190"
"frdB","Rv1553","mtu00190"
"frdC","Rv1554","mtu00190"
"frdD","Rv1555","mtu00190"
"qcrC","Rv2194","mtu00190"
"qcrA","Rv2195","mtu00190"
"qcrB","Rv2196","mtu00190"
"Rv1451","Rv1451","mtu00190"
"ctaE","Rv2193","mtu00190"
"ctaD","Rv3043c","mtu00190"
"ctaC","Rv2200c","mtu00190"
"Rv1456c","Rv1456c","mtu00190"
"cydA","Rv1623c","mtu00190"
"cydB","Rv1622c","mtu00190"
"atpA","Rv1308","mtu00190"
"atpD","Rv1310","mtu00190"
"atpG","Rv1309","mtu00190"
"atpH","Rv1307","mtu00190"
"atpC","Rv1311","mtu00190"
"atpB","Rv1304","mtu00190"
"atpF","Rv1306","mtu00190"
"atpE","Rv1305","mtu00190"
"ppa","Rv3628","mtu00190"
"ppk1","Rv2984","mtu00190"
"ppk2","Rv3232c","mtu00190"
"nuoA","Rv3145","mtu00190"
"nuoB","Rv3146","mtu00190"
"nuoC","Rv3147","mtu00190"
"nuoD","Rv3148","mtu00190"
"nuoE","Rv3149","mtu00190"
"nuoF","Rv3150","mtu00190"
"nuoG","Rv3151","mtu00190"
"nuoH","Rv3152","mtu00190"
"nuoI","Rv3153","mtu00190"
"nuoJ","Rv3154","mtu00190"
"nuoK","Rv3155","mtu00190"
"nuoL","Rv3156","mtu00190"
"nuoM","Rv3157","mtu00190"
"nuoN","Rv3158","mtu00190"
"Rv1812c","Rv1812c","mtu00190"
"ndhA","Rv0392c","mtu00190"
"ndh","Rv1854c","mtu00190"
"sdhA","Rv3318","mtu00190"
"Rv0248c","Rv0248c","mtu00190"
"sdhB","Rv3319","mtu00190"
"Rv0247c","Rv0247c","mtu00190"
"sdhC","Rv3316","mtu00190"
"sdhD","Rv3317","mtu00190"
"frdA","Rv1552","mtu00190"
"frdB","Rv1553","mtu00190"
"frdC","Rv1554","mtu00190"
"frdD","Rv1555","mtu00190"
"qcrC","Rv2194","mtu00190"
"qcrA","Rv2195","mtu00190"
"qcrB","Rv2196","mtu00190"
"Rv1451","Rv1451","mtu00190"
"ctaE","Rv2193","mtu00190"
"ctaD","Rv3043c","mtu00190"
"ctaC","Rv2200c","mtu00190"
"Rv1456c","Rv1456c","mtu00190"
"cydA","Rv1623c","mtu00190"
"cydB","Rv1622c","mtu00190"
"atpA","Rv1308","mtu00190"
"atpD","Rv1310","mtu00190"
"atpG","Rv1309","mtu00190"
"atpH","Rv1307","mtu00190"
"atpC","Rv1311","mtu00190"
"atpB","Rv1304","mtu00190"
"atpF","Rv1306","mtu00190"
"atpE","Rv1305","mtu00190"
"ppa","Rv3628","mtu00190"
"ppk1","Rv2984","mtu00190"
"ppk2","Rv3232c","mtu00190"
"argF","Rv1656","mtu00220"
"argG","Rv1658","mtu00220"
"argH","Rv1659","mtu00220"
"ureC","Rv1850","mtu00220"
"ureB","Rv1849","mtu00220"
"ureA","Rv1848","mtu00220"
"arcA","Rv1001","mtu00220"
"purQ","Rv0788","mtu00220"
"glnA1","Rv2220","mtu00220"
"glnA2","Rv2222c","mtu00220"
"glnA4","Rv2860c","mtu00220"
"glnA3","Rv1878","mtu00220"
"gdh","Rv2476c","mtu00220"
"aspC","Rv0337c","mtu00220"
"argA","Rv2747","mtu00220"
"argJ","Rv1653","mtu00220"
"Rv0428c","Rv0428c","mtu00220"
"argB","Rv1654","mtu00220"
"argC","Rv1652","mtu00220"
"argD","Rv1655","mtu00220"
"argF","Rv1656","mtu00220"
"argG","Rv1658","mtu00220"
"argH","Rv1659","mtu00220"
"ureC","Rv1850","mtu00220"
"ureB","Rv1849","mtu00220"
"ureA","Rv1848","mtu00220"
"arcA","Rv1001","mtu00220"
"purQ","Rv0788","mtu00220"
"glnA1","Rv2220","mtu00220"
"glnA2","Rv2222c","mtu00220"
"glnA4","Rv2860c","mtu00220"
"glnA3","Rv1878","mtu00220"
"gdh","Rv2476c","mtu00220"
"aspC","Rv0337c","mtu00220"
"argA","Rv2747","mtu00220"
"argJ","Rv1653","mtu00220"
"Rv0428c","Rv0428c","mtu00220"
"argB","Rv1654","mtu00220"
"argC","Rv1652","mtu00220"
"argD","Rv1655","mtu00220"
"pgmA","Rv3068c","mtu00230"
"prsA","Rv1017c","mtu00230"
"purF","Rv0808","mtu00230"
"purD","Rv0772","mtu00230"
"purN","Rv0956","mtu00230"
"purT","Rv0389","mtu00230"
"purL","Rv0803","mtu00230"
"Rv0787A","Rv0787A","mtu00230"
"purQ","Rv0788","mtu00230"
"purM","Rv0809","mtu00230"
"purK","Rv3276c","mtu00230"
"purE","Rv3275c","mtu00230"
"purC","Rv0780","mtu00230"
"purB","Rv0777","mtu00230"
"purH","Rv0957","mtu00230"
"apt","Rv2584c","mtu00230"
"deoD","Rv3307","mtu00230"
"iunH","Rv3393","mtu00230"
"hpt","Rv3624c","mtu00230"
"guaB1","Rv1843c","mtu00230"
"guaB3","Rv3410c","mtu00230"
"guaB2","Rv3411c","mtu00230"
"ndkA","Rv2445c","mtu00230"
"Rv1341","Rv1341","mtu00230"
"Rv1021","Rv1021","mtu00230"
"guaA","Rv3396c","mtu00230"
"gmk","Rv1389","mtu00230"
"pykA","Rv1617","mtu00230"
"nrdE","Rv3051c","mtu00230"
"nrdZ","Rv0570","mtu00230"
"nrdF2","Rv3048c","mtu00230"
"nrdF1","Rv1981c","mtu00230"
"nrdB","Rv0233","mtu00230"
"dgt","Rv2344c","mtu00230"
"relA","Rv2583c","mtu00230"
"Rv0496","Rv0496","mtu00230"
"Rv1026","Rv1026","mtu00230"
"Rv1318c","Rv1318c","mtu00230"
"Rv1319c","Rv1319c","mtu00230"
"Rv1320c","Rv1320c","mtu00230"
"Rv1264","Rv1264","mtu00230"
"cya","Rv1625c","mtu00230"
"Rv3645","Rv3645","mtu00230"
"purA","Rv0357c","mtu00230"
"adoK","Rv2202c","mtu00230"
"add","Rv3313c","mtu00230"
"adk","Rv0733","mtu00230"
"Rv0805","Rv0805","mtu00230"
"Rv2613c","Rv2613c","mtu00230"
"Rv1286","Rv1286","mtu00230"
"cysD","Rv1285","mtu00230"
"ureC","Rv1850","mtu00230"
"ureB","Rv1849","mtu00230"
"ureA","Rv1848","mtu00230"
"pgmA","Rv3068c","mtu00230"
"prsA","Rv1017c","mtu00230"
"purF","Rv0808","mtu00230"
"purD","Rv0772","mtu00230"
"purN","Rv0956","mtu00230"
"purT","Rv0389","mtu00230"
"purL","Rv0803","mtu00230"
"Rv0787A","Rv0787A","mtu00230"
"purQ","Rv0788","mtu00230"
"purM","Rv0809","mtu00230"
"purK","Rv3276c","mtu00230"
"purE","Rv3275c","mtu00230"
"purC","Rv0780","mtu00230"
"purB","Rv0777","mtu00230"
"purH","Rv0957","mtu00230"
"apt","Rv2584c","mtu00230"
"deoD","Rv3307","mtu00230"
"iunH","Rv3393","mtu00230"
"hpt","Rv3624c","mtu00230"
"guaB1","Rv1843c","mtu00230"
"guaB3","Rv3410c","mtu00230"
"guaB2","Rv3411c","mtu00230"
"ndkA","Rv2445c","mtu00230"
"Rv1341","Rv1341","mtu00230"
"Rv1021","Rv1021","mtu00230"
"guaA","Rv3396c","mtu00230"
"gmk","Rv1389","mtu00230"
"pykA","Rv1617","mtu00230"
"nrdE","Rv3051c","mtu00230"
"nrdZ","Rv0570","mtu00230"
"nrdF2","Rv3048c","mtu00230"
"nrdF1","Rv1981c","mtu00230"
"nrdB","Rv0233","mtu00230"
"dgt","Rv2344c","mtu00230"
"relA","Rv2583c","mtu00230"
"Rv0496","Rv0496","mtu00230"
"Rv1026","Rv1026","mtu00230"
"Rv1318c","Rv1318c","mtu00230"
"Rv1319c","Rv1319c","mtu00230"
"Rv1320c","Rv1320c","mtu00230"
"Rv1264","Rv1264","mtu00230"
"cya","Rv1625c","mtu00230"
"Rv3645","Rv3645","mtu00230"
"purA","Rv0357c","mtu00230"
"adoK","Rv2202c","mtu00230"
"add","Rv3313c","mtu00230"
"adk","Rv0733","mtu00230"
"Rv0805","Rv0805","mtu00230"
"Rv2613c","Rv2613c","mtu00230"
"Rv1286","Rv1286","mtu00230"
"cysD","Rv1285","mtu00230"
"ureC","Rv1850","mtu00230"
"ureB","Rv1849","mtu00230"
"ureA","Rv1848","mtu00230"
"carB","Rv1384","mtu00240"
"carA","Rv1383","mtu00240"
"pyrB","Rv1380","mtu00240"
"pyrC","Rv1381","mtu00240"
"pyrD","Rv2139","mtu00240"
"pyrE","Rv0382c","mtu00240"
"pyrF","Rv1385","mtu00240"
"pyrH","Rv2883c","mtu00240"
"ndkA","Rv2445c","mtu00240"
"pyrG","Rv1699","mtu00240"
"cmk","Rv1712","mtu00240"
"dcd","Rv0321","mtu00240"
"upp","Rv3309c","mtu00240"
"pyrR","Rv1379","mtu00240"
"nrdE","Rv3051c","mtu00240"
"nrdZ","Rv0570","mtu00240"
"nrdF2","Rv3048c","mtu00240"
"nrdF1","Rv1981c","mtu00240"
"nrdB","Rv0233","mtu00240"
"dut","Rv2697c","mtu00240"
"thyA","Rv2764c","mtu00240"
"thyX","Rv2754c","mtu00240"
"cdd","Rv3315c","mtu00240"
"deoA","Rv3314c","mtu00240"
"deoD","Rv3307","mtu00240"
"tmk","Rv3247c","mtu00240"
"carB","Rv1384","mtu00240"
"carA","Rv1383","mtu00240"
"pyrB","Rv1380","mtu00240"
"pyrC","Rv1381","mtu00240"
"pyrD","Rv2139","mtu00240"
"pyrE","Rv0382c","mtu00240"
"pyrF","Rv1385","mtu00240"
"pyrH","Rv2883c","mtu00240"
"ndkA","Rv2445c","mtu00240"
"pyrG","Rv1699","mtu00240"
"cmk","Rv1712","mtu00240"
"dcd","Rv0321","mtu00240"
"upp","Rv3309c","mtu00240"
"pyrR","Rv1379","mtu00240"
"nrdE","Rv3051c","mtu00240"
"nrdZ","Rv0570","mtu00240"
"nrdF2","Rv3048c","mtu00240"
"nrdF1","Rv1981c","mtu00240"
"nrdB","Rv0233","mtu00240"
"dut","Rv2697c","mtu00240"
"thyA","Rv2764c","mtu00240"
"thyX","Rv2754c","mtu00240"
"cdd","Rv3315c","mtu00240"
"deoA","Rv3314c","mtu00240"
"deoD","Rv3307","mtu00240"
"tmk","Rv3247c","mtu00240"
"nadB","Rv1595","mtu00250"
"ansA","Rv1538c","mtu00250"
"asnB","Rv2201","mtu00250"
"aspC","Rv0337c","mtu00250"
"ald","Rv2780","mtu00250"
"argG","Rv1658","mtu00250"
"argH","Rv1659","mtu00250"
"purA","Rv0357c","mtu00250"
"purB","Rv0777","mtu00250"
"pyrB","Rv1380","mtu00250"
"gadB","Rv3432c","mtu00250"
"gabT","Rv2589","mtu00250"
"gabD1","Rv0234c","mtu00250"
"gabD2","Rv1731","mtu00250"
"gltB","Rv3859c","mtu00250"
"gltD","Rv3858c","mtu00250"
"gdh","Rv2476c","mtu00250"
"rocA","Rv1187","mtu00250"
"glnA1","Rv2220","mtu00250"
"glnA2","Rv2222c","mtu00250"
"glnA4","Rv2860c","mtu00250"
"glnA3","Rv1878","mtu00250"
"carB","Rv1384","mtu00250"
"carA","Rv1383","mtu00250"
"purQ","Rv0788","mtu00250"
"glmS","Rv3436c","mtu00250"
"purF","Rv0808","mtu00250"
"nadB","Rv1595","mtu00250"
"ansA","Rv1538c","mtu00250"
"asnB","Rv2201","mtu00250"
"aspC","Rv0337c","mtu00250"
"ald","Rv2780","mtu00250"
"argG","Rv1658","mtu00250"
"argH","Rv1659","mtu00250"
"purA","Rv0357c","mtu00250"
"purB","Rv0777","mtu00250"
"pyrB","Rv1380","mtu00250"
"gadB","Rv3432c","mtu00250"
